player,role,role_mantra,team,Prezzo_Consigliato_Cr,NN_FV_Atteso,NN_MV_Atteso,NN_Rischio_Std,Prob_Bonus_Ge_8_%,Prob_Picco_Ge_10_%,Clean_Sheet_%,FVM_1000,n_stagioni,mv_media_3y,mv_storica,mv_std,mv_trend,availability,gol_per_pg,ass_per_pg,amm_per_pg,rig_per_pg,n_seasons_us,xg_media_3y,xa_media_3y,xg_per90,xa_per90,npxg_per90,shots_per90,offensive_index,gf_avg_3y,giorni_infortunio_3y,n_infortuni_3y,infortunio_grave,malus_infortuni,starts_2627,sub_apps_2627,minutes_2627,is_starter_2627,starter_pct_2627,score_composito,score_composito_base,predicted_pts_p10,predicted_pts_p50,predicted_pts_p90,pts_volatility_spread,vorp_points,adj_market_fvm,prezzo_fair_1000,prezzo_fair_500,surplus_value_cr
Molina N.,D,E,ROM,18,7.8,6.0,0.5,0.0,0.0,0.0,78,3.0,2.987,3.96,2.801,-2.92,0.789,0.15,0.117,0.1,0.0,1.0,0.045,0.108,,,,,1.0268,2.203,83,5,0,0.323,0,2,30,False,0.0,0.3845,0.4041,178.9,187.4,189.8,10.9,12.2,105.30000000000001,56,27,-22
Otoa,D,Dc,GEN,2,0.5,6.0,0.5,0.0,0.0,0.0,5,2.0,5.457,5.385,0.215,,0.171,,,,,1.0,0.084,0.0,0.009,0.0,0.009,0.326,0.9593,1.46,158,8,0,0.614,0,2,24,False,0.0,0.3831,0.422,32.4,33.0,61.5,29.1,0.0,5.0,3,2,-2
Candè,D,Ds;Dc,SAS,3,0.7,6.0,0.5,0.0,0.0,0.0,7,2.0,5.713,5.725,0.035,,0.329,0.059,0.0,0.235,0.0,2.0,0.388,0.408,0.044,0.036,0.044,0.353,0.9714,1.594,255,3,1,1.0,0,0,0,False,0.0,0.3816,0.4489,63.5,64.4,71.4,7.9,0.0,7.0,4,3,-3
Basic,C,M;C,VEN,6,1.9,6.0,0.5,0.0,0.0,0.0,19,5.0,3.968,4.696,2.355,-0.552,0.467,0.042,0.07,0.141,0.0,3.0,1.031,1.071,0.083,0.085,0.083,1.405,0.9494,1.351,114,7,0,0.443,2,0,150,True,1.0,0.38,0.407,171.6,177.5,181.4,9.8,0.0,19.0,11,6,-8
Aboukhlal,C,W;A,TOR,3,0.5,6.0,0.5,0.0,0.0,0.0,5,1.0,5.77,5.77,0.0,,0.289,0.0,0.0,0.364,0.0,1.0,0.412,0.598,0.074,0.108,0.074,1.26,0.9571,1.436,410,10,1,1.0,0,2,26,False,0.0,0.3792,0.4461,49.1,50.4,72.7,23.6,0.0,5.0,3,2,-2
Milik,A,Pc,JUV,4,1.0,6.0,0.5,0.0,0.0,0.0,10,9.0,4.0,4.731,2.53,-0.3218,0.511,0.355,0.032,0.113,0.0,2.0,6.009,2.784,0.464,0.205,0.436,2.902,1.0076,1.992,670,11,1,1.0,0,2,0,False,0.0,0.378,0.4447,107.7,112.3,112.3,4.6,0.0,10.0,9,5,-1
Dragusin,D,Dc,FIO,7,2.0,6.0,0.5,0.0,0.0,0.0,20,3.0,4.962,3.943,2.793,3.055,0.487,0.054,0.027,0.081,0.0,1.0,1.219,0.91,0.064,0.048,0.064,0.895,1.0124,2.045,327,4,1,1.0,2,0,180,True,1.0,0.3772,0.4438,160.7,160.7,161.7,1.0,0.0,20.0,11,6,-9
Padelli,P,Por,UDI,1,0.1,6.0,0.5,0.0,0.0,0.0,1,11.0,5.292,3.844,2.918,0.0358,0.177,0.0,0.0,0.086,0.0,,,,,,,,0.965,1.523,93,4,1,0.662,0,2,0,False,0.0,0.3751,0.4164,32.4,33.1,61.7,29.3,0.0,1.0,2,1,1
Camarda,A,Pc,MIL,4,2.0,6.0,0.5,0.0,0.0,0.0,20,3.0,4.808,3.863,2.734,2.835,0.316,0.056,0.0,0.056,0.0,2.0,1.759,0.434,0.302,0.09,0.223,2.497,1.0464,2.419,138,5,1,0.837,0,2,0,False,0.0,0.3743,0.428,61.8,63.0,68.0,6.2,0.0,20.0,17,9,-3
Rugani,D,Dc,JUV,1,0.3,6.0,0.5,0.0,0.0,0.0,3,11.0,3.863,5.421,1.739,-0.2532,0.334,0.087,0.019,0.173,0.0,3.0,1.068,0.122,0.132,0.014,0.132,0.501,1.0076,1.992,89,5,0,0.346,0,2,0,False,0.0,0.3707,0.391,67.9,68.7,76.2,8.3,0.0,3.0,2,2,-1
Sagrado,D,Dd;E,VEN,2,0.4,6.0,0.5,0.0,0.0,0.0,4,1.0,5.5,5.5,0.0,,0.079,,,,,,,,,,,,0.9494,1.351,194,7,0,0.7,0,2,9,False,0.0,0.3695,0.4129,32.4,33.0,61.5,29.1,0.0,4.0,3,2,-1
Stankovic F.,P,Por,VEN,6,1.1,6.0,0.5,0.0,0.0,0.0,11,2.0,4.4,3.3,3.3,,0.395,0.0,0.0,0.067,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.9494,1.351,81,2,1,0.615,2,0,180,True,1.0,0.3677,0.4051,162.3,166.6,175.3,13.0,0.0,11.0,11,6,0
Abankwah,D,Dd;Dc,UDI,2,1.0,6.0,0.5,0.0,0.0,0.0,10,3.0,4.208,4.25,3.007,-0.125,0.039,,,,,1.0,0.115,0.0,,,,,0.965,1.523,0,0,0,0.0,2,0,180,True,1.0,0.3667,0.3667,171.2,183.1,191.6,20.4,7.9,10.0,6,3,-4
Forson O.,C,W;T,MON,2,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,5.67,5.67,0.0,,0.158,,,,,1.0,0.428,0.322,,,,,0.9337,1.178,315,5,1,1.0,0,2,31,False,0.0,0.3646,0.4289,33.5,33.8,64.6,31.1,0.0,1.0,1,1,0
Cremaschi,C,E;C,PAR,2,0.3,6.0,0.5,0.0,0.0,0.0,3,1.0,6.0,6.0,0.0,,0.026,,,,,1.0,0.018,0.013,,,,,0.9545,1.408,226,4,1,1.0,0,2,40,False,0.0,0.3608,0.4245,35.5,35.5,65.9,30.4,0.0,3.0,2,2,-1
Terzic,D,Ds;E,FRO,4,0.8,6.0,0.5,0.0,0.0,0.0,8,3.0,5.015,4.01,2.836,3.015,0.316,0.059,0.059,0.118,0.0,1.0,0.703,1.813,0.07,0.181,0.07,0.898,0.9827,1.718,236,13,1,1.0,0,2,30,False,0.0,0.3607,0.4243,56.9,58.4,69.7,12.8,0.0,8.0,5,3,-3
Chalobah T.,D,Dd;Dc,COM,10,3.2,6.0,0.5,0.0,0.0,0.0,32,1.0,6.0,6.0,0.0,,0.026,,,,,,,,,,,,1.0068,1.982,299,10,1,1.0,2,0,180,True,1.0,0.3597,0.4232,167.9,172.7,172.7,4.8,0.0,43.2,23,11,-9
Fofana Sa.,C,M;C,LEC,1,0.1,6.0,0.5,0.0,0.0,0.0,1,1.0,5.5,5.5,0.0,,0.053,,,,,1.0,0.101,0.181,,,,,0.9201,1.029,568,10,1,1.0,0,2,0,False,0.0,0.3495,0.4112,32.4,33.0,61.5,29.1,0.0,1.0,1,1,0
Ebosse,D,Ds;Dc,UDI,3,0.5,6.0,0.5,0.0,0.0,0.0,5,4.0,4.708,4.223,2.439,0.583,0.281,0.0,0.033,0.233,0.0,2.0,0.061,0.272,0.005,0.022,0.005,0.16,0.965,1.523,380,6,1,1.0,1,1,113,True,0.5,0.3453,0.4062,148.0,148.0,157.3,9.3,0.0,5.0,3,2,-2
Mandas,P,Por,LAZ,10,3.6,6.0,0.5,0.0,0.0,0.0,36,3.0,3.135,4.177,2.953,-3.125,0.224,,,,,2.0,,0.0,0.0,0.0,0.0,0.0,0.9953,1.856,5,2,0,0.019,2,0,180,True,1.0,0.3451,0.3461,171.2,183.1,191.6,20.4,16.5,36.0,41,20,5
Christensen O.,P,Por,FIO,1,0.1,6.0,0.5,0.0,0.0,0.0,1,3.0,4.667,4.333,3.171,1.0,0.066,,,,,,,,,,,,1.0124,2.045,95,5,1,0.669,0,2,0,False,0.0,0.3446,0.383,32.4,33.0,61.5,29.1,0.0,1.0,2,1,1
Gonzalez N.,C,W;A,JUV,12,4.5,6.0,0.5,0.0,0.0,0.0,45,5.0,3.038,4.946,2.477,-1.285,0.704,0.262,0.093,0.084,0.056,2.0,1.763,1.468,0.091,0.075,0.091,0.794,1.0076,1.992,203,10,1,1.0,0,2,33,False,0.0,0.3443,0.4051,159.6,177.8,178.9,19.3,0.0,45.0,27,14,-18
Theate,D,Ds;Dc,BOL,8,2.0,6.0,0.5,0.0,0.0,0.0,20,2.0,1.973,2.96,2.96,,0.789,0.067,0.033,0.2,0.0,,,,,,,,1.004,1.952,104,9,0,0.404,0,1,0,False,0.0,0.3408,0.3628,152.1,153.8,157.4,5.3,0.0,20.0,11,6,-9
Hainaut,D,Dd;E,VEN,4,1.2,6.0,0.5,0.0,0.0,0.0,12,2.0,1.953,2.93,2.93,,0.579,0.091,0.0,0.136,0.0,1.0,0.854,0.766,0.065,0.058,0.065,0.456,0.9494,1.351,45,5,0,0.175,2,0,175,True,1.0,0.3391,0.3482,172.2,186.1,188.5,16.3,10.9,12.0,7,4,-5
Ndiaye,D,Dc,PAR,2,0.8,6.0,0.5,0.0,0.0,0.0,8,2.0,3.727,2.795,2.795,,0.289,0.0,0.0,0.273,0.0,1.0,0.36,0.023,0.041,0.003,0.041,0.687,0.9545,1.408,103,2,1,0.701,1,1,90,True,0.5,0.3376,0.3773,149.8,153.9,161.7,11.9,0.0,8.0,5,3,-3
Goldaniga,D,Dc,COM,1,0.1,6.0,0.5,0.0,0.0,0.0,1,10.0,2.885,5.128,1.715,-0.3047,0.509,0.046,0.011,0.305,0.0,2.0,1.792,0.221,0.076,0.011,0.076,0.407,1.0068,1.982,115,2,1,0.747,0,2,0,False,0.0,0.3371,0.3796,92.9,93.3,96.0,3.1,0.0,1.0,1,1,0
Gollini,P,Por,ROM,1,0.1,6.0,0.5,0.0,0.0,0.0,1,10.0,2.953,5.48,1.829,-0.3549,0.398,0.0,0.0,0.058,0.0,3.0,0.005,0.0,0.001,0.0,0.001,0.048,1.0268,2.203,126,11,0,0.49,0,2,0,False,0.0,0.3323,0.3587,75.9,76.4,83.4,7.5,0.0,1.0,2,1,1
Ilkhan,C,M;C,TOR,4,0.8,6.0,0.5,0.0,0.0,0.0,8,3.0,3.882,3.883,2.746,-0.005,0.303,0.059,0.118,0.118,0.0,2.0,1.59,0.653,0.178,0.097,0.178,1.186,0.9571,1.436,265,4,1,1.0,0,2,23,False,0.0,0.331,0.3894,57.4,59.1,69.7,12.3,0.0,8.0,5,3,-3
Vergara,C,W;T,NAP,10,3.5,6.0,0.5,0.0,0.0,0.0,35,2.0,4.167,3.125,3.125,,0.211,,,,,1.0,0.706,0.835,0.102,0.12,0.102,1.44,1.0241,2.173,305,8,1,1.0,0,2,23,False,0.0,0.3271,0.3848,37.2,38.4,61.5,24.3,0.0,35.0,21,11,-14
Raimondo,A,Pc,FRO,9,2.7,6.0,0.5,0.0,0.0,0.0,27,4.0,3.0,1.5,2.598,1.8,0.026,,,,,1.0,0.511,0.106,,,,,0.9827,1.718,0,0,0,0.0,2,0,179,True,1.0,0.3222,0.3222,171.2,183.1,191.6,20.4,67.8,27.0,23,12,-4
Di Gennaro,P,Por,INT,1,0.1,6.0,0.5,0.0,0.0,0.0,1,3.0,4.083,4.167,2.953,-0.25,0.026,,,,,,,,,,,,1.1,3.009,188,4,1,1.0,0,2,0,False,0.0,0.3048,0.3586,32.4,33.0,61.5,29.1,0.0,1.0,2,1,1
Maye,D,Ds;Dc,MON,1,0.1,6.0,0.5,0.0,0.0,0.0,1,8.0,2.773,4.946,1.872,-0.4789,0.391,0.032,0.032,0.211,0.0,,,,,,,,0.9337,1.178,164,10,1,0.938,0,1,0,False,0.0,0.3021,0.3516,71.6,72.3,80.4,8.8,0.0,1.0,1,1,0
Douglas Luiz,C,C,JUV,4,1.5,6.0,0.5,0.0,0.0,0.0,15,2.0,1.957,2.935,2.935,,0.395,0.0,0.0,0.133,0.0,1.0,0.687,1.157,0.126,0.212,0.126,1.466,1.0076,1.992,167,9,0,0.649,2,0,169,True,1.0,0.2968,0.3288,162.0,165.0,175.3,13.3,0.0,15.0,8,5,-7
Ramos G.,A,Pc,MIL,27,23.7,6.0,0.5,0.0,0.0,0.0,237,2.0,1.833,2.75,2.75,,0.105,,,,,,,,,,,,1.0464,2.419,116,6,1,0.751,2,0,180,True,1.0,0.2951,0.3326,180.6,215.1,220.4,39.8,99.8,237.0,205,101,-32
Lezzerini,P,Por,FIO,1,0.1,6.0,0.5,0.0,0.0,0.0,1,4.0,3.223,4.855,2.822,-1.958,0.079,,,,,,,,,,,,1.0124,2.045,140,4,1,0.844,0,2,0,False,0.0,0.292,0.3343,32.4,33.0,61.5,29.1,0.0,1.0,2,1,1
Liberali,C,T,COM,6,2.1,6.0,0.5,0.0,0.0,0.0,21,2.0,2.0,3.0,3.0,,0.026,,,,,,,,,,,,1.0068,1.982,0,0,0,0.0,0,2,19,False,0.0,0.2863,0.2863,32.4,33.0,61.5,29.1,0.0,21.0,12,6,-9
Sherri,P,Por,CAG,1,0.1,6.0,0.5,0.0,0.0,0.0,1,2.0,1.953,2.93,2.93,,0.184,,,,,1.0,,0.023,0.0,0.003,0.0,0.0,0.9604,1.472,62,2,1,0.541,0,2,0,False,0.0,0.2769,0.3014,32.4,33.0,61.5,29.1,0.0,1.0,2,1,1
Antov,D,Dc,MON,1,0.2,6.0,0.5,0.0,0.0,0.0,2,3.0,2.703,3.6,2.546,-2.69,0.132,,,,,1.0,,0.023,0.0,0.007,0.0,0.0,0.9337,1.178,177,2,1,0.988,0,2,0,False,0.0,0.2744,0.3222,32.4,33.0,61.5,29.1,0.0,2.0,2,1,0
Vigorito,P,Por,COM,1,0.1,6.0,0.5,0.0,0.0,0.0,1,3.0,0.983,1.967,2.781,-2.95,0.132,,,,,1.0,0.371,0.378,0.016,0.017,0.016,0.307,1.0068,1.982,0,0,0,0.0,0,2,0,False,0.0,0.2647,0.2647,32.4,33.0,61.5,29.1,0.0,1.0,2,1,1
Diallo O.,C,W;A,PAR,3,1.2,6.0,0.5,0.0,0.0,0.0,12,2.0,2.333,3.5,3.5,,0.026,,,,,3.0,0.816,1.639,0.053,0.071,0.053,0.726,0.9545,1.408,223,5,1,1.0,0,2,15,False,0.0,0.2585,0.3041,32.4,33.0,61.5,29.1,0.0,12.0,7,4,-5
Contini,P,Por,NAP,1,0.1,6.0,0.5,0.0,0.0,0.0,1,7.0,1.0,0.857,2.1,0.2143,0.026,,,,,,,,,,,,1.0241,2.173,102,8,0,0.397,0,2,0,False,0.0,0.2367,0.2517,32.4,33.0,61.5,29.1,0.0,1.0,2,1,1
El Azzouzi A.,C,M;C,FRO,1,0.1,6.0,0.5,0.0,0.0,0.0,1,3.0,1.018,2.037,2.88,-3.055,0.237,,,,,1.0,0.472,0.957,0.082,0.166,0.082,0.346,0.9827,1.718,445,11,1,1.0,0,2,0,False,0.0,0.236,0.2776,42.5,44.0,65.8,23.3,0.0,1.0,1,1,0
Pinsoglio,P,Por,JUV,1,0.1,6.0,0.5,0.0,0.0,0.0,1,9.0,1.083,4.056,2.881,-0.7583,0.026,,,,,,,,,,,,1.0076,1.992,84,3,1,0.627,0,2,0,False,0.0,0.2306,0.2545,32.4,33.0,61.5,29.1,0.0,1.0,2,1,1
Radunovic,P,Por,CAG,1,0.1,6.0,0.5,0.0,0.0,0.0,1,8.0,0.952,3.046,3.055,-0.4706,0.092,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.9604,1.472,104,2,1,0.704,0,2,0,False,0.0,0.2299,0.257,32.4,33.0,61.5,29.1,0.0,1.0,2,1,1
